NumQubits;SizeOfDMat;VarSizeOfDMat;StdSizeOfDMat;SizeOfSMat;VarSizeOfSMat;StdSizeOfSMat;SizeOfFMat;VarSizeOfFMat;StdSizeOfFMat;AverageCreationTimeDMat;VarCreationTimeDMat;StdCreationTimeDMat;AverageCreationTimeSMat;VarCreationTimeSMat;StdCreationTimeSMat;AverageCreationTimeFMat;VarCreationTimeFMat;StdCreationTimeFMat;AverageAccessTimeDMat;VarAccessTimeDMat;StdAccessTimeDMat;AverageAccessTimeSMat;VarAccessTimeSMat;StdAccessTimeSMat;AverageAccessTimeFMat;VarAccessTimeFMat;StdAccessTimeFMat
11;67108976.0;0.0;0.0;2621552.0;0.0;0.0;136.0;0.0;0.0;139069647.36;19782418628208.23;4447743.093773317;48263910.4;1774679016734.72;1332170.7911280445;30026.24;29150929610.342403;170736.43316627652;620493314.56;93219588701546.1;9655029.192164367;29956760396.8;1.767459291987778e+17;420411618.77233815;15960931888.64;5003038294048369.0;70732158.83916147
12;268435568.0;0.0;0.0;589936.0;0.0;0.0;104.0;0.0;0.0;372504501.76;42364746220562.02;6508820.647441595;8688547.84;318356401055.3344;564230.8047734849;20019.2;19637650063.36;140134.4;2467790914.56;1375427864097744.5;37086761.305049874;119067019630.08;2.5317394142634086e+17;503163930.9671758;56248146626.56;6.596805175522377e+16;256842464.85973415
