NumQubits;SizeOfDMat;VarSizeOfDMat;StdSizeOfDMat;SizeOfSMat;VarSizeOfSMat;StdSizeOfSMat;SizeOfFMat;VarSizeOfFMat;StdSizeOfFMat;AverageAccessTimeDMat;VarAccessTimeDMat;StdAccessTimeDMat;AverageAccessTimeSMat;VarAccessTimeSMat;StdAccessTimeSMat;AverageAccessTimeFMat;VarAccessTimeFMat;StdMeanAccessTimeFMat
11;67108976.0;0.0;0.0;167772272.0;0.0;0.0;8.0;0.0;0.0;612459128.32;199012526444321.2;14107179.960726423;30957465003.52;1.9097859414392904e+16;138195005.0269289;8704367042.56;1643062236213569.2;40534704.09678069
12;268435568.0;0.0;0.0;671088752.0;0.0;0.0;8.0;0.0;0.0;2430602142.72;2442755789317446.0;49424242.93115117;123432839567.36;4.1972919319189824e+17;647865104.1628174;34967942528.0;1.5938609190396888e+16;126248204.70167838
