NumQubits;SizeOfDMat;VarSizeOfDMat;StdSizeOfDMat;SizeOfSMat;VarSizeOfSMat;StdSizeOfSMat;SizeOfFMat;VarSizeOfFMat;StdSizeOfFMat;AverageAccessTimeDMat;VarAccessTimeDMat;StdAccessTimeDMat;AverageAccessTimeSMat;VarAccessTimeSMat;StdAccessTimeSMat;AverageAccessTimeFMat;VarAccessTimeFMat;StdMeanAccessTimeFMat
13;1073741936.0;0.0;0.0;2684354672.0;0.0;0.0;8.0;0.0;0.0;11104061030.4;5.441343725833028e+16;233266879.90010557;572502792192.0;5.658040799283301e+18;2378663658.292887;142943852800.0;1.2794549011591726e+18;1131129922.316253
