NumQubits;SizeOfDMat;SizeOfSMat;SizeOfFMat;AccessTimeDMat;AccessTimeSMat;AccessTimeFMat
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;15625728
5;16496;36976;8;0;15626240;0
6;65648;147568;8;0;31275008;0
7;262256;589936;8;15625984;109753088;46476288
8;1048688;2621552;8;15635456;484606976;140447488
9;4194416;10485872;8;31062784;1906576640;531120128
10;16777328;41943152;8;156262400;7656844544;2156603648
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31254016;15683840
7;262256;589936;8;0;124725504;31318784
8;1048688;2621552;8;0;484608000;140626176
9;4194416;10485872;8;31435264;1922026496;531288064
10;16777328;41943152;8;156465408;7640985600;2171848448
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31163904;15626240
7;262256;589936;8;0;125195776;31250432
8;1048688;2621552;8;15622656;468780288;124832256
9;4194416;10485872;8;47001856;1906189824;546917376
10;16777328;41943152;8;156228608;7672433664;2203500800
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31251456;15626240
7;262256;589936;8;0;109201152;31622656
8;1048688;2621552;8;0;484410112;140634880
9;4194416;10485872;8;31238912;1906867200;546917632
10;16777328;41943152;8;140557568;7641260288;2187192320
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;15732992
5;16496;36976;8;0;15522304;0
6;65648;147568;8;0;31229440;0
7;262256;589936;8;15661568;109343232;46927616
8;1048688;2621552;8;0;484485120;140462848
9;4194416;10485872;8;31066368;1906608640;546903808
10;16777328;41943152;8;156262144;7703899648;2156572160
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31256576;15640320
7;262256;589936;8;0;124632576;31256320
8;1048688;2621552;8;0;484593920;125010176
9;4194416;10485872;8;31250688;1890954752;547048704
10;16777328;41943152;8;140451840;7672640768;2156618752
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15563520;0
6;65648;147568;8;0;31720704;0
7;262256;589936;8;0;125007360;30780160
8;1048688;2621552;8;15620096;468811008;140459776
9;4194416;10485872;8;31435264;1952900352;547065600
10;16777328;41943152;8;156252928;7735250688;2218938112
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15778048;15618816
6;65648;147568;8;0;31621120;0
7;262256;589936;8;0;124826880;31254528
8;1048688;2621552;8;15444480;468772096;140635392
9;4194416;10485872;8;31440896;1906328576;546914048
10;16777328;41943152;8;156259072;7656837888;2187371264
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15423744;0
6;65648;147568;8;15687424;15572224;15701760
7;262256;589936;8;0;125386752;46872320
8;1048688;2621552;8;15449344;468784640;140434176
9;4194416;10485872;8;31249664;1890954496;546739968
10;16777328;41943152;8;156636928;7687882240;2171865600
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31251968;15716608
7;262256;589936;8;0;124826624;31259904
8;1048688;2621552;8;0;484176640;125000448
9;4194416;10485872;8;31449856;1890568448;562552064
10;16777328;41943152;8;140714240;7656638464;2203494144
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15621632;15433728
6;65648;147568;8;0;31133696;0
7;262256;589936;8;0;125380608;31076608
8;1048688;2621552;8;15605248;484418816;125011456
9;4194416;10485872;8;31248640;1906488576;547111168
10;16777328;41943152;8;156250112;7657048320;2187767808
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15685120;0
6;65648;147568;8;0;31152640;0
7;262256;589936;8;0;125009664;46875904
8;1048688;2621552;8;0;468785408;141001472
9;4194416;10485872;8;47068928;1906247424;562366464
10;16777328;41943152;8;140837632;7687908864;2171816448
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15631360;0
6;65648;147568;8;0;31167232;0
7;262256;589936;8;0;125009664;31253504
8;1048688;2621552;8;15633920;484228608;140811264
9;4194416;10485872;8;46926592;1890774528;531290624
10;16777328;41943152;8;156262144;7641384960;2187805184
3;1136;2288;8;0;15678464;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15395584;0
6;65648;147568;8;0;31252224;0
7;262256;589936;8;0;125000448;46878720
8;1048688;2621552;8;15834880;468757760;140644864
9;4194416;10485872;8;46872064;1890968832;531395072
10;16777328;41943152;8;156439808;7734546944;2171842048
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;0;0
6;65648;147568;8;0;31264512;15581440
7;262256;589936;8;0;124817664;30861056
8;1048688;2621552;8;15629312;469071104;140838400
9;4194416;10485872;8;31436288;1906303232;562450944
10;16777328;41943152;8;141017088;7703508224;2187765504
3;1136;2288;8;0;0;0
4;4208;9328;8;0;0;0
5;16496;36976;8;0;15625728;0
6;65648;147568;8;0;31070208;0
7;262256;589936;8;0;125018624;31232512
8;1048688;2621552;8;0;468867072;140635904
9;4194416;10485872;8;31428864;1890766336;562280448
10;16777328;41943152;8;156647936;7672259584;2156654592
