NumQubits;SizeOfDMat;VarSizeOfDMat;StdSizeOfDMat;SizeOfSMat;VarSizeOfSMat;StdSizeOfSMat;SizeOfFMat;VarSizeOfFMat;StdSizeOfFMat;AverageCreationTimeDMat;VarCreationTimeDMat;StdCreationTimeDMat;AverageCreationTimeSMat;VarCreationTimeSMat;StdCreationTimeSMat;AverageCreationTimeFMat;VarCreationTimeFMat;StdCreationTimeFMat;AverageAccessTimeDMat;VarAccessTimeDMat;StdAccessTimeDMat;AverageAccessTimeSMat;VarAccessTimeSMat;StdAccessTimeSMat;AverageAccessTimeFMat;VarAccessTimeFMat;StdAccessTimeFMat
13;1073741936.0;0.0;0.0;10485872.0;0.0;0.0;152.0;0.0;0.0;2447734341.12;2339623610068310.5;48369655.88122693;213643932.16;25412814679434.85;5041112.444633114;60057.6;56508341288.96;237714.83186574624;9784143882.24;1.537403568664074e+16;123992079.12863119;475287952691.2;2.972909639846337e+18;1724212759.4488845;257753024391.68;1.0922790042302054e+18;1045121526.0581926
