num_qubits;DJ_times;DJ_sizes;BV_times;BV_sizes;grover_times;grover_sizes
8;2.045008420944214;720;2.8620083332061768;1368;4.622011661529541;4160
9;12.885009288787842;888;40.42500853538513;2136;8.287010908126831;4256
10;108.16400980949402;1192;297.4790081977844;1840;151.22127151489258;5288
2;0.0;296;0.027995586395263672;352;0.0;1088
3;0.0009989738464355469;616;0.034996747970581055;664;0.0010018348693847656;1832
4;0.0019979476928710938;448;0.0010001659393310547;880;0.0030014514923095703;1832
5;0.034996986389160156;448;0.004998207092285156;1240;0.018999338150024414;2408
6;0.06499838829040527;888;0.0729982852935791;1320;0.2869997024536133;2192
7;0.24899673461914062;624;0.4329967498779297;1680;0.140000581741333;4064
8;1.5399975776672363;888;6.583363771438599;2160;4.170011758804321;4112
9;17.131009817123413;720;69.34800887107849;2352;8.992011785507202;4416
10;107.98799800872803;1096;136.44400811195374;1312;177.59900188446045;5288
2;0.028995990753173828;-16;0.0010001659393310547;304;0.0;1040
3;0.028997182846069336;400;0.0010013580322265625;832;0.001001596450805664;1832
4;0.002000093460083008;448;0.0009999275207519531;616;0.0030014514923095703;1880
5;0.0039958953857421875;760;0.0029993057250976562;664;0.010999202728271484;2360
6;0.034999847412109375;528;0.05099821090698242;792;0.2070002555847168;2240
7;0.25699782371520996;768;0.5889973640441895;1896;0.13700032234191895;4112
8;1.5230083465576172;840;2.5000085830688477;1416;4.632011413574219;4224
9;12.81700873374939;880;16.14300775527954;1152;10.47901177406311;4208
10;144.95700860023499;784;934.5470080375671;2944;177.424010515213;5496
2;0.030998945236206055;296;0.0;304;0.0;1088
3;0.000997781753540039;616;0.0;672;0.0020017623901367188;1832
4;0.0019989013671875;448;0.0009982585906982422;880;0.0040013790130615234;-6384
5;0.0039975643157958984;608;0.003998517990112305;1024;0.015001296997070312;2416
6;0.02699756622314453;744;0.07599687576293945;1536;0.16100001335144043;2192
7;0.25299859046936035;576;0.3399968147277832;1520;0.16700029373168945;4056
8;2.0810093879699707;672;3.655416965484619;1728;3.5640110969543457;4160
9;12.821007251739502;936;45.39600682258606;1992;12.186011791229248;4256
10;108.38801145553589;1048;561.8882925510406;2320;219.7440116405487;5288
