num_qubits;DJ_times;DJ_sizes;BV_times;BV_sizes;grover_times;grover_sizes
5;0.009001493453979492;1130;0.008997917175292969;1130;0.013000249862670898;1130
6;0.010999917984008789;2154;0.013999700546264648;2154;0.01600027084350586;2154
7;0.01399993896484375;4202;0.014000415802001953;4202;0.012999534606933594;4202
8;0.016002178192138672;8298;0.018000125885009766;8298;0.016997575759887695;8298
9;0.020000457763671875;16490;0.02000260353088379;16490;0.019997358322143555;16490
10;0.025002717971801758;32874;0.026997089385986328;32874;0.026000499725341797;32874
2;0.004001140594482422;234;0.0030014514923095703;234;0.0059969425201416016;234
3;0.006000041961669922;362;0.006002187728881836;362;0.008999824523925781;362
4;0.007998228073120117;618;0.007999658584594727;618;0.01200246810913086;618
5;0.009997844696044922;1130;0.01100015640258789;1130;0.013000011444091797;1130
6;0.012001752853393555;2154;0.010997772216796875;2154;0.01600027084350586;2154
7;0.012999773025512695;4202;0.014999866485595703;4202;0.014000892639160156;4202
8;0.015999794006347656;8298;0.01699972152709961;8298;0.017002105712890625;8298
9;0.018998146057128906;16490;0.01999974250793457;16490;0.01900196075439453;16490
10;0.023998737335205078;32874;0.025000810623168945;32874;0.025998592376708984;32874
2;0.003999471664428711;234;0.0030002593994140625;234;0.0060002803802490234;234
3;0.004999637603759766;362;0.0060007572174072266;362;0.009999513626098633;362
4;0.008001565933227539;618;0.007998466491699219;618;0.01300191879272461;618
5;0.00899815559387207;1130;0.012000322341918945;1130;0.01399993896484375;1130
6;0.01199960708618164;2154;0.013000011444091797;2154;0.014999866485595703;2154
7;0.013000249862670898;4202;0.012999534606933594;4202;0.014000415802001953;4202
8;0.017001628875732422;8298;0.016998291015625;8298;0.01800251007080078;8298
9;0.018997669219970703;16490;0.02000141143798828;16490;0.01899862289428711;16490
10;0.023999691009521484;32874;0.025999784469604492;32874;0.0260009765625;32874
2;0.003999948501586914;234;0.003999948501586914;234;0.00500178337097168;234
3;0.004997730255126953;362;0.007002830505371094;362;0.008997440338134766;362
4;0.008002281188964844;618;0.007997512817382812;618;0.012001991271972656;618
5;0.009999990463256836;1130;0.010000467300415039;1130;0.012997865676879883;1130
6;0.010999679565429688;2154;0.013000249862670898;2154;0.015999555587768555;2154
7;0.013000011444091797;4202;0.015000343322753906;4202;0.014000177383422852;4202
8;0.01600027084350586;8298;0.01699995994567871;8298;0.017999887466430664;8298
9;0.01900005340576172;16490;0.024003028869628906;16490;0.019999027252197266;16490
10;0.023998022079467773;32874;0.028001785278320312;32874;0.025998592376708984;32874
2;0.005000114440917969;234;0.003001689910888672;234;0.005997896194458008;234
3;0.006000518798828125;362;0.004999637603759766;362;0.010002613067626953;362
4;0.006997585296630859;618;0.00800180435180664;618;0.011998176574707031;618
5;0.008999824523925781;1130;0.010001659393310547;1130;0.012998580932617188;1130
6;0.011999845504760742;2154;0.012002229690551758;2154;0.015999794006347656;2154
7;0.013998270034790039;4202;0.0149993896484375;4202;0.014002323150634766;4202
8;0.016000032424926758;8298;0.015999794006347656;8298;0.017999887466430664;8298
9;0.018998146057128906;16490;0.02100229263305664;16490;0.020000219345092773;16490
10;0.024997711181640625;32874;0.02600264549255371;32874;0.025997400283813477;32874
2;0.0039980411529541016;234;0.004000186920166016;234;0.006002187728881836;234
3;0.004999876022338867;362;0.006997823715209961;362;0.009000062942504883;362
4;0.0069997310638427734;618;0.007999658584594727;618;0.01300048828125;618
5;0.00899958610534668;1130;0.011000633239746094;1130;0.012999773025512695;1130
6;0.012001752853393555;2154;0.012998104095458984;2154;0.015999794006347656;2154
7;0.012999773025512695;4202;0.015002965927124023;4202;0.013998031616210938;4202
8;0.015999317169189453;8298;0.017000436782836914;8298;0.01700139045715332;8298
9;0.01900005340576172;16490;0.021000385284423828;16490;0.01999807357788086;16490
10;0.023999691009521484;32874;0.025002002716064453;32874;0.026998519897460938;32874
2;0.003998279571533203;234;0.003000020980834961;234;0.0060007572174072266;234
3;0.005999088287353516;362;0.00599980354309082;362;0.009000062942504883;362
4;0.00800013542175293;618;0.008001565933227539;618;0.013001441955566406;618
5;0.008996963500976562;1130;0.009999990463256836;1130;0.012000083923339844;1130
6;0.01100015640258789;2154;0.011999845504760742;2154;0.01600027084350586;2154
7;0.014001846313476562;4202;0.01500082015991211;4202;0.014997005462646484;4202
8;0.01600027084350586;8298;0.019002676010131836;8298;0.0189974308013916;8298
9;0.019999980926513672;16490;0.021999835968017578;16490;0.021000385284423828;16490
10;0.02400040626525879;32874;0.02800154685974121;32874;0.025998353958129883;32874
2;0.004003286361694336;234;0.0029993057250976562;234;0.00599980354309082;234
3;0.005997657775878906;362;0.005002021789550781;362;0.008999824523925781;362
4;0.007998228073120117;618;0.0069997310638427734;618;0.013000249862670898;618
5;0.009002447128295898;1130;0.007999658584594727;1130;0.01300048828125;1130
6;0.012001752853393555;2154;0.011997699737548828;2154;0.015000104904174805;2154
7;0.013000011444091797;4202;0.01399993896484375;4202;0.014002084732055664;4202
8;0.015997886657714844;8298;0.016000032424926758;8298;0.018001556396484375;8298
9;0.019001483917236328;16490;0.0189971923828125;16490;0.019000530242919922;16490
10;0.024000167846679688;32874;0.02500009536743164;32874;0.025997638702392578;32874
2;0.003999948501586914;234;0.004002094268798828;234;0.005997896194458008;234
3;0.004999876022338867;362;0.006002187728881836;362;0.008997917175292969;362
4;0.00800180435180664;618;0.007998466491699219;618;0.012001514434814453;618
5;0.009998321533203125;1130;0.009002208709716797;1130;0.01199793815612793;1130
6;0.011999845504760742;2154;0.010999679565429688;2154;0.016000986099243164;2154
7;0.013999223709106445;4202;0.015002012252807617;4202;0.013998270034790039;4202
8;0.016002655029296875;8298;0.015996932983398438;8298;0.018000364303588867;8298
9;0.020000696182250977;16490;0.019998788833618164;16490;0.019001007080078125;16490
10;0.0240018367767334;32874;0.026997804641723633;32874;0.026001691818237305;32874
