num_qubits;DJ_times;DJ_sizes;BV_times;BV_sizes;grover_times;grover_sizes
2;0.0010023117065429688;1712;0.0;1712;0.0009984970092773438;2436
3;0.0009992122650146484;1872;0.0;1872;0.0;3440
4;0.0;2028;0.0009989738464355469;1616;0.002999544143676758;3196
5;0.003003358840942383;2192;0.004996061325073242;3024;0.010999679565429688;4028
6;0.03099846839904785;2348;0.02400064468383789;2352;0.23099970817565918;4204
7;0.25;2508;0.5349991321563721;4176;0.1640000343322754;5712
8;2.0810000896453857;2668;2.6610002517700195;3504;4.881999731063843;5880
9;13.130998849868774;2832;35.163002490997314;4080;9.213997602462769;6716
10;110.39500093460083;2992;204.70999717712402;3824;202.37700057029724;7336
2;0.0;1712;0.0;1712;0.0;2436
3;0.0;1868;0.001001596450805664;1872;0.0;3440
4;0.0010013580322265625;2028;0.0009984970092773438;2032;0.0029990673065185547;3196
5;0.003000974655151367;2192;0.0029993057250976562;2608;0.01600050926208496;4028
6;0.03099822998046875;2348;0.020999670028686523;2352;0.22500085830688477;4204
7;0.18699860572814941;2512;0.5350019931793213;4176;0.15999937057495117;5712
8;1.515998363494873;2672;1.846001148223877;3088;4.313999176025391;5880
9;17.437999963760376;2828;49.5160014629364;4496;12.439998626708984;6716
10;110.28599977493286;2992;277.35500049591064;4240;202.4950008392334;7336
2;0.0;1708;0.0;1296;0.0;2436
3;0.0;1868;0.0009975433349609375;1872;0.0;3440
4;0.0009999275207519531;2032;0.0;1616;0.003999948501586914;3196
5;0.002999544143676758;2192;0.003999948501586914;3024;0.01999831199645996;4028
6;0.020001649856567383;2352;0.02099895477294922;2352;0.22499895095825195;4204
7;0.2539997100830078;2508;0.23600006103515625;2928;0.22300028800964355;5712
8;2.0879993438720703;2668;2.1970009803771973;3088;3.7150003910064697;5880
9;12.98599910736084;2832;25.949000120162964;3664;8.620998620986938;6716
10;110.02199983596802;2992;244.1860008239746;4240;160.04700016975403;7336
2;0.0;1712;0.0;1296;0.0;2436
3;0.0;1868;0.0;1872;0.00099945068359375;3440
4;0.0;2028;0.0;2032;0.003999233245849609;3196
5;0.004000186920166016;2188;0.003000497817993164;2608;0.016998767852783203;4028
6;0.02299976348876953;2352;0.03900027275085449;3184;0.25299906730651855;4204
7;0.2519984245300293;2508;0.307999849319458;3344;0.11600136756896973;5712
8;2.0679984092712402;2668;3.569000482559204;3920;4.127000570297241;5880
9;17.931999921798706;2828;40.67699980735779;4496;11.597999334335327;6716
10;110.07799863815308;2992;281.49700236320496;4240;160.00799870491028;7336
2;0.0;1708;0.0;1296;0.0010013580322265625;2436
3;0.0;1872;0.0;1872;0.0009992122650146484;3440
4;0.0009996891021728516;2028;0.0;2032;0.003998994827270508;3196
5;0.004000663757324219;2188;0.004000186920166016;3024;0.01899862289428711;4028
6;0.023000478744506836;2352;0.03799891471862793;3184;0.2569999694824219;4204
7;0.2540013790130615;2508;0.31599926948547363;3344;0.1979999542236328;5712
8;2.1010000705718994;2668;2.081998825073242;3088;4.991000175476074;5880
9;13.005000352859497;2832;31.737000226974487;4080;8.320999383926392;6716
10;147.06299996376038;2988;239.71000003814697;3824;161.0050013065338;7336
2;0.0;1712;0.0;1296;0.0;2436
3;0.0;1872;0.0;1872;0.0010018348693847656;3440
4;0.0;2032;0.0010004043579101562;2448;0.003998517990112305;3196
5;0.002000093460083008;2192;0.0039997100830078125;3024;0.023998737335205078;4028
6;0.036000967025756836;2348;0.03499937057495117;3184;0.2589988708496094;4204
7;0.2719998359680176;2508;0.2929999828338623;3344;0.14400124549865723;5712
8;1.5489988327026367;2672;3.6780004501342773;3920;4.284000873565674;5880
9;17.54299759864807;2828;45.0190007686615;4496;10.778999328613281;6716
10;109.81600093841553;2992;278.7269997596741;4240;202.6379997730255;7336
