NumQubits;SizeOfDMat;SizeOfSMat;SizeOfFMat;AccessTimeDMat;AccessTimeSMat;AccessTimeFMat
12;268435568;671088752;8;2390615552;123634646528;35033929728
11;67108976;167772272;8;609086464;31018369280;8703792128
12;268435568;671088752;8;2453200384;122915640832;35096447744
11;67108976;167772272;8;609282816;30940072192;8735186432
12;268435568;671088752;8;2374939904;123134601728;35002684928
11;67108976;167772272;8;609167872;31017997056;8704145664
12;268435568;671088752;8;2390806784;123009404672;35080936704
11;67108976;167772272;8;609126656;30908614912;8672897280
12;268435568;671088752;8;2437863680;123150166784;35112266752
11;67108976;167772272;8;624729600;30908879104;8657275904
12;268435568;671088752;8;2453313792;123149867520;35033655552
11;67108976;167772272;8;593583104;30939689728;8704029440
12;268435568;671088752;8;2390984448;123103165184;34971426560
11;67108976;167772272;8;593958400;31002371840;8797746432
12;268435568;671088752;8;2469120768;123682150400;34987280640
11;67108976;167772272;8;609195776;30893070336;8704028416
12;268435568;671088752;8;2469297920;123915363072;34909044224
11;67108976;167772272;8;625216000;31080323328;8704166912
12;268435568;671088752;8;2422460160;123087312896;34815168256
11;67108976;167772272;8;593979904;30846190336;8719417344
12;268435568;671088752;8;2469123072;123681147904;34752781824
11;67108976;167772272;8;625084672;30923993088;8750666752
12;268435568;671088752;8;2406573312;124259312640;34846539776
11;67108976;167772272;8;625228288;30830486528;8766291200
12;268435568;671088752;8;2390739712;123102985472;34815360512
11;67108976;167772272;8;625493504;30939584768;8703787776
12;268435568;671088752;8;2499774720;123212537600;34877800448
11;67108976;167772272;8;594154496;30767802880;8703633408
12;268435568;671088752;8;2453680384;122509365760;34799639296
11;67108976;167772272;8;609851648;30752102912;8751056384
12;268435568;671088752;8;2390981120;122571674112;34736849152
11;67108976;167772272;8;624772608;30861559552;8781921792
12;268435568;671088752;8;2406443264;124087790336;35065483776
11;67108976;167772272;8;609118208;30893163264;8766673408
12;268435568;671088752;8;2437668864;122915461632;34674656512
11;67108976;167772272;8;624738304;31049240576;8719773440
12;268435568;671088752;8;2437508864;123165844736;34971820800
11;67108976;167772272;8;609292288;30846097920;8703776512
12;268435568;671088752;8;2437695744;123103163904;34862244608
11;67108976;167772272;8;624922880;30939687424;8703315968
12;268435568;671088752;8;2406266112;123134419712;34768284160
11;67108976;167772272;8;609805568;30861546752;8672727040
12;268435568;671088752;8;2500181504;124431400448;34987328768
11;67108976;167772272;8;625111040;30908425728;8672742144
12;268435568;671088752;8;2391231488;123165428736;34830614272
11;67108976;167772272;8;593959424;30955491072;8625467904
12;268435568;671088752;8;2437862656;122837525760;34784146944
11;67108976;167772272;8;624652288;30940051200;8875469824
12;268435568;671088752;8;2375357440;123462568192;35065184256
11;67108976;167772272;8;609101312;31049431552;8656732928
12;268435568;671088752;8;2468749056;123134598912;34768118016
11;67108976;167772272;8;609210368;31064886272;8687790848
12;268435568;671088752;8;2406454528;124259482112;34768106752
11;67108976;167772272;8;624911360;30939640064;8766478080
12;268435568;671088752;8;2437863936;123540695808;34799366144
11;67108976;167772272;8;609774848;31361583360;8657115392
12;268435568;671088752;8;2437871616;122946934016;35127855104
11;67108976;167772272;8;593861888;30923870208;8735237632
12;268435568;671088752;8;2406487296;123102977024;35158943744
11;67108976;167772272;8;609141760;30876983040;8672356352
12;268435568;671088752;8;2391124480;123071418368;34878016000
11;67108976;167772272;8;609417216;31018182144;8719655424
12;268435568;671088752;8;2375882240;124383785472;34939987200
11;67108976;167772272;8;608983808;30893163520;8703674112
12;268435568;671088752;8;2515817728;126900506624;34909061376
11;67108976;167772272;8;609222400;30986733312;8703789312
12;268435568;671088752;8;2422050816;123228416768;34877952000
11;67108976;167772272;8;609448960;31111351296;8625845760
12;268435568;671088752;8;2359479808;123306307584;34877971968
11;67108976;167772272;8;625053184;30971297792;8657101312
12;268435568;671088752;8;2422452480;123024822784;34939998720
11;67108976;167772272;8;625044224;30940053760;8657100288
12;268435568;671088752;8;2437861632;124243950336;34799743488
11;67108976;167772272;8;624906752;31002372608;8656909568
12;268435568;671088752;8;2531625472;123415697920;35237200384
11;67108976;167772272;8;640214016;31174267648;8687962880
12;268435568;671088752;8;2359492608;123212557056;34737411840
11;67108976;167772272;8;593412608;30924471040;8688164864
12;268435568;671088752;8;2391074048;123275036416;35096209408
11;67108976;167772272;8;593648128;30970928128;8672738560
12;268435568;671088752;8;2406378496;123384433664;34878048000
11;67108976;167772272;8;640353024;31361959168;8750854912
12;268435568;671088752;8;2375005952;123290669824;34830924800
11;67108976;167772272;8;609445376;30908242944;8641536000
12;268435568;671088752;8;2469188608;123290427648;34971416320
11;67108976;167772272;8;609371904;31017910784;8641286400
12;268435568;671088752;8;2390983936;123649903872;34971552768
11;67108976;167772272;8;624829696;31439818752;8672747520
12;268435568;671088752;8;2375180544;123150216192;34862034944
11;67108976;167772272;8;594147840;31002183424;8688365056
12;268435568;671088752;8;2500433920;123196859648;34846244864
11;67108976;167772272;8;609311744;30939748864;8688584192
12;268435568;671088752;8;2468947712;124603455232;34815288320
11;67108976;167772272;8;655823360;31252391680;8688419328
12;268435568;671088752;8;2406439424;123353231104;35143317248
11;67108976;167772272;8;609265664;30908614912;8656925696
12;268435568;671088752;8;2453492480;123306353920;34971706368
11;67108976;167772272;8;609219328;31064883200;8672792320
12;268435568;671088752;8;2406424576;123072005120;35096660480
11;67108976;167772272;8;624843520;31002368000;8704163840
12;268435568;671088752;8;2406426112;123275199232;34924766464
11;67108976;167772272;8;625327872;30971011072;8688180224
12;268435568;671088752;8;2375486464;123259130368;34768561408
11;67108976;167772272;8;625729536;30892284160;8735232000
12;268435568;671088752;8;2531697920;123056263424;35049960704
11;67108976;167772272;8;609617408;31033426432;8703526400
12;268435568;671088752;8;2391003904;123102959872;34862056960
11;67108976;167772272;8;609728256;31252332032;8688334336
12;268435568;671088752;8;2468946688;123181286144;35049737728
11;67108976;167772272;8;640721152;31002011392;8688350464
12;268435568;671088752;8;2453325824;123275035648;34877976064
11;67108976;167772272;8;624651520;30971302912;8687889664
12;268435568;671088752;8;2390807552;124197178624;34862172416
11;67108976;167772272;8;609292288;31174257920;8657108736
12;268435568;671088752;8;2422060800;123790898432;35002960896
