NumQubits;SizeOfDMat;VarSizeOfDMat;StdSizeOfDMat;SizeOfSMat;VarSizeOfSMat;StdSizeOfSMat;SizeOfFMat;VarSizeOfFMat;StdSizeOfFMat;AverageAccessTimeDMat;VarAccessTimeDMat;StdAccessTimeDMat;AverageAccessTimeSMat;VarAccessTimeSMat;StdAccessTimeSMat;AverageAccessTimeFMat;VarAccessTimeFMat;StdMeanAccessTimeFMat
13;1073741936.0;0.0;0.0;2684354672.0;0.0;0.0;8.0;0.0;0.0;11250935987.2;2.0106269744074656e+17;448400153.2568277;573154452889.6;7.32294290172458e+18;2706093660.9298244;142249947392.0;9.492757456051896e+17;974307828.9766482
